reject_reports	1	95c3c59713861258ae46c17ed638932e5ef6290f7874e89e37680c8632a51b24
release_approvals	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
release_candidates	1	01a20a2df84e1294f5520a259d95afc86daff00aeb23f8acf9b16781718b3825
release_gate_evidence	1	117e51e6350a1dd65d9db207d1c2b34436d4bff8b61a67ec58e4fe89e58d0c4f
release_risk_evidence	1	d35b2a5b4e170c6d15c1432b194eac3e6060cae133106296022be75adf9acf70
restore_runs	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
role_permissions	213	ef85dcae2e00427204cec0d86c96d0ebced9abd170045cda4331451d50c2ae45
roles	5	3a770783da4ed9a657a0e3b9454f8f4853a8405e44b1a6ccaa65266fa6e1015e
schema_migrations	30	d98589f84c1648aac768e92292a826350f0d749bde6cb66b4eec8ad510a44ec2
sessions	2	44f3b543f20c42185bac432a72f359a02d14223084ebe44084c0effc683d3315
task_assignments	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
task_checklist_items	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
task_comments	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
task_dependencies	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
tasks	2	65bf471447d2dc93d2c0fd6f194dd1c0ee4d313bac742dacc4c239f32bacb697
uat_acceptances	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
uat_cycles	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
uat_defects	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
uat_session_evidence	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
user_roles	5	dd7db31cd724956165b541560c2a1a9967207171815ed78aae879fd5df7c783c
user_scopes	5	1c6a516eab02a810975df9bc3fc8d309f9e517b8411f90f5a36c69225d1f8543
users	5	b1e969cb782a3b70e4e6e68261ff7797e20b121ec43c5b7c107517d032f37248
